2	0.000111269
4	0.000186872
8	0.000176252
16	0.000096291
32	0.000110098
64	0.000120457
128	0.000110098
256	0.000114636
512	0.000138010
1024	0.000199014
2048	0.000287361
4096	0.000476526
8192	0.000761583
16384	0.001561598
32768	0.003324435
65536	0.006119976
131072	0.010169515
262144	0.022145880
524288	0.045639836
1048576	0.097462958
2097152	0.202532548
4194304	0.422954077
8388608	0.897073620
16777216	1.867978879
